LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
2/5/1941,8.4,6.7,-11.4,-8.1,0,0,0,0.8
2/6/1941,-0.6,7,-13.3,-2.8,0,2.5,0,0.8
2/7/1941,-3.3,8.7,-16.7,-1.4,0,2.5,0,8.6
2/8/1941,0.6,5.3,-13.9,-4.5,0,5.3,0,1.8
2/9/1941,0,8.6,-13.9,-10.8,0,10.2,0,0
2/10/1941,1.7,8.9,-12.8,-11.1,0,3.6,0,0
2/11/1941,1.1,7,-15,-6.4,0,14.7,0,0
2/12/1941,-5,6.4,-10.6,-0.8,0,0.5,0.3,0
2/13/1941,-3.9,3.4,-13.1,-0.6,0,0,0,3.3
2/14/1941,-4.7,3.3,-12.8,1.7,0,0,1,3
2/15/1941,-3.1,3.6,-11.4,-5,0,0,0.8,0
2/16/1941,-1.7,3.6,-10,-8.1,0,0,0.3,0
2/17/1941,1.1,3.3,-26.4,-5.8,0,0,0,11.2
2/18/1941,-6.9,3.6,-31.1,-7,4.1,0,0,0.8
2/19/1941,-15.3,3.3,-28.1,-8.4,1,0,0,0
2/20/1941,-19.5,3.6,-25,-5.8,0.8,0,0.8,0.8
2/21/1941,-18.9,3.3,-17.8,-2.8,0.3,0,0,0
2/22/1941,-20.9,3.1,-15.6,-2,0.8,0,0.5,0
2/23/1941,-20.9,1.4,-15.8,-6.7,0,6.1,2.5,0
2/24/1941,-20,2.8,-20.9,-7.3,2.8,0.5,0,0
2/25/1941,-16.1,3.9,-22.5,-4.8,0.3,28.7,0.3,0
2/26/1941,-11.7,6.1,-14.7,-11.7,0,11.4,1.3,0
2/27/1941,-10.3,7.3,-18.9,-10.8,0,20.1,0,0
2/28/1941,-7.5,10.3,-10.3,-10.6,0.5,5.3,0.3,0
3/1/1941,-13.6,9.7,-4.5,-8.1,7.6,14.2,0,0
3/2/1941,-16.4,10.6,-14.5,-3.6,0.3,0,0,0.8
3/3/1941,-10,9.4,-18.3,-1.1,2,0,0,12.4
3/4/1941,-10,6.2,-17.8,-12.3,0,0,0,0
3/5/1941,-4.8,5.3,-15.8,-7,0,8.4,0,0
3/6/1941,0,9.2,-12,-6.4,0,5.6,0,0
3/7/1941,5.3,9.2,-2.5,-8.4,0,0.3,0,0
3/8/1941,-1.4,8.4,-1.4,-7,1.8,0,0,0
3/9/1941,-2.8,5.6,-2.8,-3.6,0,0,0,0
3/10/1941,-3.9,6.4,-5,-2.5,0,0,0,0
3/11/1941,-11.1,7.8,-6.4,-2.3,0,0,0.3,8.1
3/12/1941,-9.7,7,-7.5,-2.5,0,0,0,0
3/13/1941,-6.7,5.6,-8.7,-6.4,0,0,0,0
3/14/1941,-1.2,5.3,-5.3,-2.5,0,0,0.3,0
3/15/1941,-7.2,5.9,-7.5,-2.2,2.5,0,1.8,1.5
3/16/1941,-14.2,7.5,-22.8,1.4,0,0,0,12.7
3/17/1941,-7.5,6.4,-21.1,-10.9,0,2.5,0,0
3/18/1941,-2.2,8.9,-11.4,-8.3,0,5.3,1,0
3/19/1941,1.1,9.5,-5.3,-7.5,0,3,2.3,0
3/20/1941,4.2,8.1,-3.9,-5.6,0,0,0,0
3/21/1941,2,9.5,-3.1,-4.2,0,12.2,6.1,0
3/22/1941,1.7,8.1,-1.1,-2,0.3,0,1.3,0
3/23/1941,2.2,6.4,-10.3,0,1.8,0,0,0
3/24/1941,3.1,7.2,-9.2,1.7,0,0,0,0
3/25/1941,5.9,8.3,-3.6,0.3,3.8,3.8,0,0
3/26/1941,4.5,12.5,-8.1,-0.9,0,4.8,3,0
3/27/1941,3.3,10,-2.2,1.1,0,0,0,0
3/28/1941,6.2,10.9,-9.5,1.7,0,0,0,0
3/29/1941,5.9,12.3,-2.2,-5.8,0,4.6,0,0
3/30/1941,7,14.5,-4.2,-3.9,0,1.5,0,0
3/31/1941,1.1,11.1,-4.2,1.7,0,6.4,1,1.3
4/1/1941,0,11.1,1.7,2.5,0,13,1.3,0
4/2/1941,2,11.1,-5.6,2,0,1.8,0,0
4/3/1941,3.6,7,-2.5,4.2,0,11.7,0,0
4/4/1941,6.7,8.3,1.4,3.6,0,6.9,0,0
4/5/1941,5.6,9.5,3.7,3.6,0,2,1.3,22.1
4/6/1941,7.8,9.8,3.1,7.8,0,3,0.8,0
4/7/1941,7,11.4,3.1,5.9,0,0.3,4.3,0
4/8/1941,6.7,12.5,2,5.3,0,2.5,5.8,0
4/9/1941,5.9,12,6.2,7.2,0,1,0,0
4/10/1941,5,9.7,9.2,9.2,0,0,0,0
4/11/1941,7.2,8.9,12.5,8.9,0,0,2,0
4/12/1941,5.6,10.3,12.3,8.1,3.8,0,0,0
4/13/1941,5.3,9.2,6.4,15.3,0,0,0,1.5
4/14/1941,10,9.2,5.9,19.5,0,8.4,0,0
4/15/1941,10.9,8.9,6.7,18.4,0.8,0,0,0
4/16/1941,1.7,8.6,8.1,8.4,2.3,1.3,0,13.2
4/17/1941,1.4,8.1,8.9,9.8,0,0,0,0
4/18/1941,1.4,8.7,2.8,9.2,0,0,0,0
4/19/1941,5.6,9.5,3.9,12.2,0.5,0,0,6.1
4/20/1941,8.4,10.3,0.3,17.8,0,0,0,1.5
4/21/1941,8.6,10,-1.4,6.4,0,0,2.5,0
4/22/1941,7.8,11.7,3.4,5,0,0,2.5,0
4/23/1941,9.2,12.2,2.5,6.1,0,0,0,0.5
4/24/1941,6.7,9.8,9.5,5.9,0,0,1,0
4/25/1941,7.8,11.7,2.8,5,0,0,0,0
4/26/1941,8.1,14.2,12.5,9.2,0,0,0,0
4/27/1941,11.4,15,14.7,11.4,0,0,0,0
4/28/1941,11.7,12,17.5,15.8,0,0,1.3,0
4/29/1941,11.4,13.4,5,15,0,2.8,0,0
4/30/1941,14.2,14.5,12.8,18.7,0,1.8,0,0
5/1/1941,14.2,13.9,17,15.9,0.8,0,6.4,0
5/2/1941,13.1,11.7,20.3,10.3,4.3,9.9,16.5,0
5/3/1941,12.2,11.7,21.7,6.7,0,0.3,4.3,0
5/4/1941,10.8,8.6,22.5,12.5,0,8.1,0,0
5/5/1941,8.1,9.8,20,15.3,0,0.3,10.9,0
5/6/1941,8.6,12.3,14.8,12.2,0,0,0,0.3
5/7/1941,7.2,9.7,4.8,15.9,0.5,0,2.5,6.1
5/8/1941,2.3,10,5.3,13.9,7.1,0,0,8.1
5/9/1941,6.7,10.3,6.7,10.3,0,0,0,5.1
5/10/1941,9.5,14.2,11.1,7.8,0,0,0,0
5/11/1941,14.8,15.6,11.4,8.1,0,1.8,0,0
5/12/1941,14.7,15.6,16.7,8.9,1.3,4.6,0,0
5/13/1941,8.9,12,20.3,9.7,6.9,0,0,0
5/14/1941,5,12,7.8,10.6,2,0,7.1,0
5/15/1941,10,10,6.7,12.2,0,15.7,0.3,4.3
5/16/1941,12.5,11.7,6.1,17.8,0,14.5,2,3.3
5/17/1941,13.7,9.5,17.3,9.7,0,22.1,0,0
5/18/1941,9.7,11.4,23.1,10,0,0,0,0
5/19/1941,8.1,9.5,16.7,17,0,4.6,6.6,0
5/20/1941,9.5,12.5,13.4,19.5,0,0,0,0
5/21/1941,6.2,12.3,14.2,22.8,0.5,0,0,1.5
5/22/1941,7.8,13.4,7.3,19.8,0,0,0,0
5/23/1941,16.9,13.9,10.6,17,0,0,0,1.3
5/24/1941,14.7,14.8,16.4,12,7.1,0,0,0.5
5/25/1941,3.9,13.1,21.1,14.5,23.6,0,1,0
5/26/1941,2.2,14.7,10.6,19.5,0.8,0,0,0
5/27/1941,5.6,13.1,7.5,22,0,5.8,5.1,17
5/28/1941,4.5,12.5,9.5,23.6,12.2,3,1,1.5
5/29/1941,6.7,14.8,15.3,14.5,0,1.3,0,1
5/30/1941,12,15.3,14.5,12.2,10.9,0.5,16,0
5/31/1941,12.5,13.3,13.1,10.6,7.6,9.7,12.2,3.8
6/1/1941,10.3,14.4,14.2,14.5,23.1,1.5,0,0
6/2/1941,9.8,15,13.4,15,0,0.5,4.6,0
6/3/1941,12,14.2,15.3,17.8,3,0,0,0
6/4/1941,12.8,13.1,14.7,16.7,0,0,6.9,0
6/5/1941,11.1,15.6,15,18.7,0,1,5.3,0
6/6/1941,12.5,15.3,12,18.4,0,8.9,0,0
6/7/1941,12.5,14.5,10.9,17.5,0,0,0,0.8
6/8/1941,12.5,13.1,11.1,16.4,0.5,0,0,0
6/9/1941,12.5,15.3,14.7,12.8,2.3,0,0,0
6/10/1941,13.9,16.1,11.4,13.3,0,0,5.6,0
6/11/1941,17.2,18.4,12.8,13.9,0,0,6.9,0
6/12/1941,19.2,16.7,14.5,12.2,0,17.3,0,2.3
6/13/1941,20,15.6,17,16.1,0,0,0,22.6
6/14/1941,17,13.6,17,17,7.6,0,0,6.1
6/15/1941,15,15,16.7,17.5,11.4,0,0,3.6
6/16/1941,15.6,15,19.2,18.3,0,0,0,0
6/17/1941,18.1,15.6,23.4,19.5,0,2.5,20.8,0
6/18/1941,15.6,14.2,23.1,20.8,0,6.9,1.5,0
6/19/1941,13.1,14.5,23.6,23.1,2,0.3,1.3,0
6/20/1941,11.4,15.9,20.3,24.2,0,0,0,0
6/21/1941,13.1,15.3,20.3,25.6,0,0,0,0
6/22/1941,18.1,17.3,17.2,25.3,0.3,0.8,0,40.4
6/23/1941,23.6,16.1,22.2,20.6,0,0,0,0
6/24/1941,19.5,15.9,23.7,21.1,25.7,0,0,0
6/25/1941,15.6,15.6,27.8,18.6,3,3.3,0,0
6/26/1941,14.5,16.2,25.6,22.5,0,0,0,0
6/27/1941,16.1,16.7,24.7,26.7,1,0,0,0
6/28/1941,15.9,15.6,25,27.8,0.8,0,9.7,0
6/29/1941,15.9,17.2,21.4,23.1,0,0,1.5,0
6/30/1941,15,17.5,13.1,24.2,0,0,2,0
7/1/1941,16.7,19.5,14.5,27.2,1.5,0,0,0
7/2/1941,18.1,17,16.7,21.4,0,0,0,0
7/3/1941,18.9,17.2,17.5,15.6,0,0,0,0
7/4/1941,18.4,17.5,19.2,18.6,0,0,14.5,0
7/5/1941,20,19.5,21.2,19.2,0,0,3,0
7/6/1941,20,17,20.6,19.2,0,0,0.5,0
7/7/1941,21.4,18.6,19.7,22.5,0.5,0,0,10.7
7/8/1941,16.7,17.8,20,18.4,0,0,15.2,0
7/9/1941,15.3,15.9,20,20.6,3,0,0,0
7/10/1941,15.6,16.7,13.9,22.8,0,0,0,3.3
7/11/1941,16.7,17.3,13.6,21.7,15.2,0,0,5.3
7/12/1941,15,16.7,16.1,20,0,0,0,0
7/13/1941,17.8,18.6,18.9,20.6,0,0,0,0
7/14/1941,19.8,22,18.1,19.8,0,0,0,0
7/15/1941,22,22.5,16.4,21.2,0,0,0.8,0
7/16/1941,23.9,24.7,17.8,20.3,0,0,7.1,25.9
7/17/1941,25.3,25,17.8,18.1,0,0,3,0
7/18/1941,24.5,24.2,19.2,18.1,0,0,0,10.7
7/19/1941,24.2,21.7,22.8,17.8,0.3,2,0,2
7/20/1941,21.1,17.8,25.9,17.2,0,5.8,1,0
7/21/1941,20,18.4,27.8,19.5,0,0.5,0,0
7/22/1941,16.1,18.1,23.4,22.2,0,0,0,0
7/23/1941,14.7,16.1,24.5,22.2,1,0,0,0
7/24/1941,13.1,18.3,22,25,3.3,0,0,0
7/25/1941,15.9,18.6,19.4,27.5,0,0,2.5,0
7/26/1941,18.1,17.8,23.1,24.7,0,0,10.7,0
7/27/1941,17.2,17.8,24.5,27.2,0,0,0,0.3
7/28/1941,19.7,17,26.2,28.3,0,0,6.1,0.3
7/29/1941,19.5,17.8,23.4,22.8,0,0,0,0.3
7/30/1941,19.8,17,21.4,23.1,0,0,0,9.1
7/31/1941,16.1,16.7,23.1,24.2,3.8,0,0,0.3
8/1/1941,15.9,15.3,24.5,24.5,0.3,0.5,65.3,0
8/2/1941,14.2,16.1,22.8,23.1,3.6,1.3,0,0
8/3/1941,14.5,15.9,20.9,22.5,3.6,4.8,0,0
8/4/1941,18.1,18.1,23.6,23.4,0,1,0,0
8/5/1941,17.5,16.4,26.1,22.8,0,0,0,0
8/6/1941,14.7,17.5,24.5,20.3,0,0,0,0
8/7/1941,16.7,17,20.6,22.8,0,0,0,0
8/8/1941,16.4,18.6,21.9,25.8,0,0,0.3,0
8/9/1941,20,18.9,16.1,25.3,0,0,1,0
8/10/1941,20.6,17.5,21.1,19.2,0,0,4.6,0
8/11/1941,19.5,17,21.2,17.5,0,1.8,0,2.5
8/12/1941,23.6,17.5,17.5,16.1,0.3,0,0,0
8/13/1941,18.3,17.5,21.2,13.9,0.3,0,0,0
8/14/1941,16.1,18.4,19.7,16.7,0.3,0,0,0
8/15/1941,16.7,17.3,18.3,16.4,1.8,0,0,0
8/16/1941,15,17,14.5,18.3,0.5,0,8.1,0
8/17/1941,14.5,18.4,17,15.9,0,0,5.3,0
8/18/1941,16.4,17.2,17,14.7,0,0,0,0
8/19/1941,17.5,20,15,18.9,0.8,0,0,0
8/20/1941,18.6,19.2,17,16.7,5.6,0,0,0
8/21/1941,19.5,17.2,16.4,21.1,0,0,0,0
8/22/1941,18.6,17.2,14.5,22.8,0,0,0,0
8/23/1941,18.1,18.9,12.8,17.2,7.9,10.2,4.8,0
8/24/1941,12,15.9,12.5,18.6,37.3,2.5,2.3,0
8/25/1941,11.9,15,12.5,20,0.5,15.7,0,24.1
8/26/1941,8.9,15.3,10.6,18.9,0.8,0.5,0,0
8/27/1941,8.1,16.1,11.1,15.9,15.7,0,2,0
8/28/1941,10,17,12.5,12.8,0,0,0.5,0
8/29/1941,11.4,16.2,16.4,16.7,0.5,0,0,0
8/30/1941,8.1,15.8,12.8,22,0,1.8,1.5,7.9
8/31/1941,12.8,15.6,17.8,23.4,0,7.1,0,4.8
9/1/1941,12.5,16.1,20.6,18.6,2.3,2.3,3.3,0
9/2/1941,10,16.9,16.7,15.9,1.8,0.3,14,0
9/3/1941,14.2,15,18.4,15.8,0,39.6,65,0
9/4/1941,15.9,17.2,19.2,20,0,0,11.4,0
9/5/1941,12.2,15.6,12,25.3,7.9,0,4.8,5.6
9/6/1941,8.9,13.9,12.8,22.3,5.8,0,0,0
9/7/1941,5.8,13.3,9.2,16.4,0.8,0,0.3,0
9/8/1941,7.3,15.6,9.8,11.7,0,2.5,0.5,1
9/9/1941,8.4,14.5,8.7,21.1,0,10.2,0,4.1
9/10/1941,7.3,15.3,9.2,20,1.3,6.6,0,3.3
9/11/1941,11.7,14.5,12.2,12.5,0,0.3,0,0
9/12/1941,10.6,13.6,18.4,12,0,0.5,0,0
9/13/1941,9.8,14.5,16.7,13.9,0,2,0.5,0
9/14/1941,8.4,11.7,15.3,17.3,0,3.3,0,0
9/15/1941,8.3,11.7,16.1,24.5,0,10.7,10.9,0
9/16/1941,10.8,13.9,12.8,25.3,0,1,0.8,3
9/17/1941,8.9,12.8,13.3,20.3,0,0,0,0
9/18/1941,3.7,12.5,19.2,16.4,11.9,3.8,0,0
9/19/1941,3.1,11.4,24.7,14.8,0,5.8,6.4,0
9/20/1941,4.5,12.3,13.1,15.6,5.8,0.3,5.3,0
9/21/1941,6.1,11.4,8.6,16.2,0,0,1.8,0
9/22/1941,12.2,10.6,8.7,19.5,0,0,0,0
9/23/1941,9.2,11.7,10.9,18.7,11.9,0,6.9,0
9/24/1941,2.2,12.8,7.8,15.6,0,0,8.9,0
9/25/1941,6.7,13.6,3.1,18.1,1.3,2,0,0.3
9/26/1941,-2,14.5,2.3,11.1,5.3,0,1,0
9/27/1941,0,11.7,1.4,12.3,0,0,0,0
9/28/1941,8.1,11.1,3.9,18.6,0,8.9,0,0.3
9/29/1941,8.3,12.5,9.2,7.2,0,5.3,0,0
9/30/1941,5.6,12.8,9.5,8.7,0,13,7.9,7.6
10/1/1941,7,12.3,8.1,12.5,0.3,0,0.8,0
10/2/1941,6.4,11.1,9.8,12.5,0,1.5,0,6.1
10/3/1941,7.8,12.8,6.7,15.6,1,0.8,0.3,8.4
10/4/1941,1.7,10.6,10,17.5,0.8,0,0,5.3
10/5/1941,2.5,8.6,4.2,19.5,0,0,3,0
10/6/1941,4.5,11.7,4.5,14.2,0,4.6,20.3,0
10/7/1941,2.5,9.5,3.6,20.6,1,0,2.5,0
10/8/1941,1.7,8.9,8.6,10.9,0,17,1.8,0
10/9/1941,7.5,11.1,5.6,8.1,0,36.1,0,2
10/10/1941,7,13.7,2.8,10.3,0,4.3,0,2.3
10/11/1941,7.2,12,11.1,8.1,0,11.9,0,0.8
10/12/1941,4.8,11.4,10.6,11.7,0,0.8,0,0
10/13/1941,7.8,10.8,9.7,8.9,0,23.1,0,29
10/14/1941,9.2,13.9,8.9,13.6,0,4.3,0,0.5
10/15/1941,11.4,13.4,9.2,10,0,16.8,0,0
10/16/1941,10.3,12.3,12,8.3,0,4.1,0,0
10/17/1941,6.7,10.6,8.9,5.9,0,0.5,0,0
10/18/1941,10.3,12.5,9.8,8.1,0,3.3,0,10.9
10/19/1941,9.2,11.4,10.6,10,0,0,0,0
10/20/1941,7.8,10.3,11.1,7.8,0,0,0,0
10/21/1941,11.1,7.8,10.9,10.9,0,0,0,0
10/22/1941,6.2,8.6,8.6,10.3,0,0,0,5.6
10/23/1941,9.5,8.9,5.3,10.3,0,0,0,1
10/24/1941,10.3,10.6,3.4,6.1,0,0,0,0
10/25/1941,9.2,8.6,6.4,3.9,0,0,0,0
10/26/1941,3.1,13.4,-2,5.3,0,0,0,0.5
10/27/1941,2.5,9.2,-5,11.2,0.5,0.3,0,2.5
10/28/1941,-2.8,10,-3.4,1.4,0,0,9.7,0
10/29/1941,-2.5,7,-0.8,3.4,0,0,9.4,0
10/30/1941,4.2,9.7,-10.8,4.5,0,0.3,0,5.1
10/31/1941,4.2,7.8,-5,7,0,2.3,0,9.1
11/1/1941,2.8,7.5,-3.6,10,0,0,0,15
11/2/1941,0.3,5.3,0.6,7.5,0,10.4,0.5,0.5
11/3/1941,-1.4,10.9,-0.6,8.1,0,6.4,0.8,0
11/4/1941,2.8,10,-1.4,5.8,0,21.3,0,0
11/5/1941,5.9,10.6,-3.6,4.5,0,0,0,1.8
11/6/1941,5,5.9,-3.9,5.9,0,0,0,22.4
11/7/1941,1.4,7.5,-3.9,4.5,0,0,0,0.5
11/8/1941,7.8,8.9,-3.6,4.7,0,0,0,0
11/9/1941,6.1,7.2,-4.2,3.1,0,0,0.3,0
11/10/1941,7.2,8.6,-1.4,3.1,0,10.9,0,0
11/11/1941,8.1,11.4,-5.9,1.7,0,0.3,0,0
11/12/1941,0,5,0.6,2.3,0,2.8,0,0
11/13/1941,1.7,9.2,0.6,6.2,0,15.5,0,0
11/14/1941,6.7,10.3,2.5,7.8,0,1.5,0.8,0
11/15/1941,0.3,6.4,0,6.7,0,6.9,0,0
11/16/1941,0,6.7,-1.7,3.1,0,4.8,7.6,0.3
11/17/1941,-5.8,6.4,-2.2,-0.3,0,0,0,0
11/18/1941,-5.3,6.4,-1.1,8.1,0,0,0.3,0
11/19/1941,-1.4,2.5,-2.3,15,0.5,0,2.3,0.8
11/20/1941,-0.6,3.7,-9.5,13.6,0,0,0,1.8
11/21/1941,-11.7,4.8,-11.2,2.8,0,0,2.5,0
11/22/1941,-8.1,1.4,-19.8,2.2,0,0,0,7.9
11/23/1941,0.6,3.6,-15.9,2.8,0,0,0,0
11/24/1941,3.6,6.9,-5.9,-1.1,0,26.2,0,0
11/25/1941,2.3,7.5,-1.1,-0.3,0,0,0,0
11/26/1941,5.3,8.4,-11.1,3.4,0,0,0,0
11/27/1941,-4.5,6.1,-8.6,2.5,0,0,0,0
11/28/1941,-4.8,6.7,-7.8,1.7,0,14,0,0
11/29/1941,1.4,11.4,-9.7,4.7,0,1.5,0,1.8
11/30/1941,4.7,8.7,-4.2,-0.3,0,0,0,0
12/1/1941,3.3,9.5,1.1,-1.2,0,29.5,0,2.3
12/2/1941,6.9,11.1,0.6,5.3,0,8.9,0,0
12/3/1941,1.1,5.3,3.4,6.7,0,1.5,5.6,0
12/4/1941,-8.4,4.8,0.3,8.1,0,6.6,0,0
12/5/1941,-3.6,5.8,-10,10,0,5.1,0,0
12/6/1941,1.4,7.5,-7,-1.1,0,0,0.3,0
12/7/1941,-1.7,5.6,-4.2,-5.3,0,0.3,2.3,0
12/8/1941,-5,4.5,-14.2,-2.3,1.3,2,0.5,3.3
12/9/1941,-13.1,6.4,-21.4,-0.3,3,0,0,2.5
12/10/1941,-12.2,2,-17.8,-6.1,0.5,2.8,0,0
12/11/1941,-10.6,4.7,-15,-7,1.5,0,0.5,0
12/12/1941,-9.8,1.2,-10.9,-9.5,0,0,2.5,0
12/13/1941,-9.5,4.5,-12.3,-3.3,0,6.6,0.8,9.9
12/14/1941,-5,7.8,-12.5,-2,0,7.6,0,0.5
12/15/1941,-2,8.4,-13.4,-2.5,0,12.4,0,0
12/16/1941,2.8,8.4,-9.5,0.6,0,0.3,1,2
12/17/1941,-2,5,-6.1,2,0,6.4,3.3,0
12/18/1941,-2,6.9,-6.7,3.9,0,21.3,0,0
12/19/1941,2,7.5,-17.5,1.1,0,3.3,0,0.8
12/20/1941,-2,6.7,-9.8,-8.9,0,0.3,0,0
12/21/1941,-5.6,4.5,-3.4,-8.3,0,7.6,0,0
12/22/1941,-2.8,6.4,-9.4,-2.8,0,22.9,0,0
12/23/1941,-0.3,5.6,-9.8,2.5,0,0,0,15.2
12/24/1941,-7.3,3.1,-10,5.8,0,0.3,0,2
12/25/1941,-11.7,2.3,-8.9,-0.6,0,0,0,0
12/26/1941,-16.1,-0.9,-12.3,-1.1,0,0,0,0.3
12/27/1941,-11.4,-1.4,-19.2,-0.8,0,0,0,0
12/28/1941,-10.9,-1.7,-15,-4.5,0,0,0,2
12/29/1941,-19.5,-1.7,-10.6,-9.8,0,0,0.3,0
12/30/1941,-22.5,-2,-18.4,-10.3,1,0,0,0
12/31/1941,-21.4,-4.4,-23.3,-3.6,0,0,0,0.3
1/1/1942,-10.9,-4.5,-23.9,-0.9,1.5,0,0,11.7
1/2/1942,-8.1,-2.5,-21.1,-3.4,5.3,0,0,0.8
1/3/1942,-19.2,-1.4,-30.8,-5.6,0.5,0,0,2
1/4/1942,-22.2,-3.3,-29.7,-6.7,0,0,0,0.3
1/5/1942,-16.4,-3.6,-28.1,-13.4,0.3,0,0,0
1/6/1942,-19.5,-2.2,-32.2,-13.1,0,0,0,1
1/7/1942,-16.4,-2.8,-23.9,-16.7,0,3,0,0
1/8/1942,-11.1,-0.6,-22.8,-16.1,0.3,3.8,0.3,0
1/9/1942,-7,2,-23.4,-12,0,15.7,0,0
1/10/1942,2.2,3.9,-15.9,-16.7,0,0,0.3,0.8
1/11/1942,6.4,3.4,-6.4,-9.7,0,0.8,0,0.3
1/12/1942,7.5,4.5,-9.2,-6.4,0,7.1,0,0
1/13/1942,4.5,4.8,-2,-8.4,0,0,0.5,0
1/14/1942,4.5,0,-7,-2.5,0,0,0,1.3
1/15/1942,4.5,1.4,-5.6,-4.2,0,0.3,0,2
1/16/1942,5.3,3.7,-3.1,-12.3,0,4.3,0,0
1/17/1942,1.1,5.3,-3.9,-5.3,0,1,0,0
1/18/1942,3.9,4.5,-5,1.7,0,0,0,1.8
1/19/1942,3.1,2.8,-1.7,2,0,0,0,2.8
1/20/1942,4.5,5,-3.3,0.3,0,0,0,0
1/21/1942,6.7,4.2,0,-1.1,0,0,0,0
1/22/1942,3.4,2.5,-0.3,0.6,0,0,0,0
1/23/1942,5.3,4.7,0.9,3.1,0,3.6,0,0
1/24/1942,4.5,8.1,-2.8,1.1,0,11.2,0,0
1/25/1942,1.1,8.9,-6.1,-3.4,0,3.6,0,0
1/26/1942,3.6,7.8,-4.5,-2.2,0,2.3,0,0.3
1/27/1942,4.5,8.4,-7.5,0.9,0,0.5,0,0
1/28/1942,1.4,7.3,-3.4,-6.7,5.1,2.5,7.4,0
1/29/1942,-1.7,7.2,-5.3,-7.8,0,0,6.9,0
1/30/1942,-3.1,2.8,-9.7,-4.7,3.8,0,0.3,1.3
1/31/1942,-11.7,6.1,-15.3,-0.9,0,4.8,0.3,10.9
2/1/1942,-5,8.1,-18.7,-9.2,0,0,0,0.3
2/2/1942,-3.1,6.2,-13.4,-17.5,0,0.5,0.5,0
2/3/1942,-5.3,5.8,-11.2,-15,0,15.7,0,1
2/4/1942,-6.7,7.2,-9.5,-5.6,0.3,7.9,1.8,3
2/5/1942,-8.6,7.8,-8.1,-1.4,0,0.3,1.8,1.8
2/6/1942,-8.9,6.1,-21.4,-2,0,4.6,0,1.5
2/7/1942,-9.7,7.8,-18.6,-2,0,0.8,0,18.5
2/8/1942,-5.3,5.9,-10.9,,0,8.6,0.3,0
2/9/1942,-5.9,4.7,-9.2,-14.8,0,5.8,2.8,0
2/10/1942,0.3,6.9,-10.3,-11.4,0,0.5,0.8,0.5
2/11/1942,0.9,5.3,-8.9,-10,0,0,0.5,0
2/12/1942,-2.2,2.8,-11.1,-11.7,0,0,0.5,0
2/13/1942,-4.7,1.7,-5.3,-11.1,7.6,0,3.3,0
2/14/1942,-1.4,3.1,-16.1,-6.2,15,0,0.5,0
2/15/1942,-7.5,5.8,-15,-1.1,2.8,0,2.5,0.3
2/16/1942,-23.9,4.8,-25.6,0,0,0,0,13
2/17/1942,-18.6,4.5,-25.9,-0.8,0,1.3,0.5,0
2/18/1942,-8.3,2.5,-23.6,-4.5,0,0,0,0.8
2/19/1942,-3.3,1.2,-19.2,-13.9,8.1,0,0,0
2/20/1942,-9.5,3.6,-13.6,-13.1,2.5,0,0,0
2/21/1942,-14.5,2.8,-17,-12,1,0,0,0
2/22/1942,-21.1,1.7,-17.5,-5.3,1.8,0,0,0
2/23/1942,-21.1,2.5,-16.1,-8.7,0,0,0,0
2/24/1942,-24.2,3.1,-15.9,-7.8,0.5,0,0,0
2/25/1942,-17.5,2.5,-15.8,-6.1,0,0,0,0.5
2/26/1942,-15.3,3.3,-11.7,-6.4,0,2.3,0,0
2/27/1942,-12.3,5,-13.1,-4.5,0,1,0,0
2/28/1942,-4.2,6.4,-11.7,-0.3,0,0,0,0
3/1/1942,-5.3,7.8,-4.8,0.6,0,6.9,0.3,0
3/2/1942,3.4,8.1,-4.2,0.3,0,3.8,0,3
3/3/1942,0.3,5.3,-1.7,0.3,0,0,0.5,1.3
3/4/1942,3.6,6.4,-1.7,0.6,0,2.5,0,0
3/5/1942,0,7.2,-7.2,3.1,0.3,2.8,0.3,0
3/6/1942,-3.6,4.2,-2.5,0.3,0,0,1.5,2
3/7/1942,3.1,7.5,-7,0.8,0,0.8,0,0.5
3/8/1942,3.1,5.6,-5.6,5.9,0,2.5,0.3,21.1
3/9/1942,5.8,5.6,-6.9,-1.4,0.5,0,0,10.4
3/10/1942,-2.5,6.4,-5,-2,0,0,0,0.3
3/11/1942,1.7,6.7,-8.1,-1.1,0,4.8,0,8.6
3/12/1942,-0.6,3.6,-2.5,0,0,7.4,0,0
3/13/1942,-2.5,2.8,-1.7,-0.9,0.5,9.4,0,0.3
3/14/1942,-2.8,2.5,2.8,0,3.3,0,0,2.5
3/15/1942,-3.1,3.6,0,1.1,0,2.5,0,0
3/16/1942,-0.6,5.3,-0.3,2.3,0,3.3,2.5,41.7
3/17/1942,1.4,8.1,0.6,7.8,0.8,0,0.5,0
3/18/1942,-1.4,6.4,-1.7,2.8,0,0,0,0
3/19/1942,-2.2,4.5,-0.9,1.7,0,0,0.3,0
3/20/1942,2.5,7,1.7,2,0,0,0,0.8
3/21/1942,6.4,7,0.6,2.5,0,2.3,0,10.7
